text,ade,meddra,level
"headaches, extreme tiredness, worse heartburn in back of throat, hunger pangs, dry mouth, severe lower abdominal pain/cramping, very irritable.",extreme tiredness,fatigue,PT
"headaches, extreme tiredness, worse heartburn in back of throat, hunger pangs, dry mouth, severe lower abdominal pain/cramping, very irritable.",headaches,headache,PT
"headaches, extreme tiredness, worse heartburn in back of throat, hunger pangs, dry mouth, severe lower abdominal pain/cramping, very irritable.",severe lower abdominal pain/cramping,lower abdominal pain,LLT
"headaches, extreme tiredness, worse heartburn in back of throat, hunger pangs, dry mouth, severe lower abdominal pain/cramping, very irritable.",dry mouth,dry mouth,PT
"headaches, extreme tiredness, worse heartburn in back of throat, hunger pangs, dry mouth, severe lower abdominal pain/cramping, very irritable.",heartburn in back of throat,heartburn,LLT
"headaches, extreme tiredness, worse heartburn in back of throat, hunger pangs, dry mouth, severe lower abdominal pain/cramping, very irritable.",pms symptoms,pre-menstrual tension syndrome,LLT
"headaches, extreme tiredness, worse heartburn in back of throat, hunger pangs, dry mouth, severe lower abdominal pain/cramping, very irritable.",dry mouth,apudoma,PT
"headaches, extreme tiredness, worse heartburn in back of throat, hunger pangs, dry mouth, severe lower abdominal pain/cramping, very irritable.",hunger pangs,pain hunger,LLT
"the first pill i took it caused severe abdominal pain but after taking the first one it never did that again , but recently i've been feeling like my stomach is full and empty at the same time hard to explain but thats what it felt like , and also have been getting bruises allover my body due to this drug , other than that my back is back to normal now and i am back at work.",bruises,contusion,PT
"the first pill i took it caused severe abdominal pain but after taking the first one it never did that again , but recently i've been feeling like my stomach is full and empty at the same time hard to explain but thats what it felt like , and also have been getting bruises allover my body due to this drug , other than that my back is back to normal now and i am back at work.",severe abdominal pain,pain,PT
"the first pill i took it caused severe abdominal pain but after taking the first one it never did that again , but recently i've been feeling like my stomach is full and empty at the same time hard to explain but thats what it felt like , and also have been getting bruises allover my body due to this drug , other than that my back is back to normal now and i am back at work.",severe abdominal pain,abdominal pain,PT
just starting to feel tired this week after 3 weeks on the medication and that is the only bad side effect.,tired,tiredness,LLT
"bleeding mini periods, lightheaded some time, finger tingling when i wake up.",bleeding mini periods,hypomenorrhoea,PT
"bleeding mini periods, lightheaded some time, finger tingling when i wake up.",lightheaded,lightheadedness,LLT
"bleeding mini periods, lightheaded some time, finger tingling when i wake up.",finger tingling,pins and needles,LLT
"while this medicine did help with my pain, the side affects out-weigh the benefits.",nausea,nausea,PT
"while this medicine did help with my pain, the side affects out-weigh the benefits.",nauseous,nausea,PT
"while this medicine did help with my pain, the side affects out-weigh the benefits.",bleeding several times a month menstrual cycle is completely out of whack,irregular menstruation,LLT
"while this medicine did help with my pain, the side affects out-weigh the benefits.",period all month long,menorrhagia,PT
"while this medicine did help with my pain, the side affects out-weigh the benefits.",irregular cramping,muscle cramp,LLT
took my 1st pill 5 hours ago & almost immediately experienced sever abdominal cramps.,period cramps,menstrual cramp,LLT
took my 1st pill 5 hours ago & almost immediately experienced sever abdominal cramps.,sever abdominal cramps,learning disorder,PT
took my 1st pill 5 hours ago & almost immediately experienced sever abdominal cramps.,diarrhea,diarrhoea,PT
"i took my first pill this morning, with food as noted.",severe abdominal cramping,learning disorder,PT
"i took my first pill this morning, with food as noted.",severe cramping,muscle cramp,LLT
"i took my first pill this morning, with food as noted.",massive diarrhea,diarrhoea,PT
"upset stomach, nausea, vomiting, abdominal pain, constipation to loose bowels, excessive hot flashes and night sweats, blurred vision, irritability, chest discomfort.",vomiting,vomiting,PT
"upset stomach, nausea, vomiting, abdominal pain, constipation to loose bowels, excessive hot flashes and night sweats, blurred vision, irritability, chest discomfort.",upset stomach,upset stomach,LLT
"upset stomach, nausea, vomiting, abdominal pain, constipation to loose bowels, excessive hot flashes and night sweats, blurred vision, irritability, chest discomfort.",loose bowels,loose stools,LLT
"upset stomach, nausea, vomiting, abdominal pain, constipation to loose bowels, excessive hot flashes and night sweats, blurred vision, irritability, chest discomfort.",constipation,constipation,PT
"upset stomach, nausea, vomiting, abdominal pain, constipation to loose bowels, excessive hot flashes and night sweats, blurred vision, irritability, chest discomfort.",night sweats,night sweats,PT
"upset stomach, nausea, vomiting, abdominal pain, constipation to loose bowels, excessive hot flashes and night sweats, blurred vision, irritability, chest discomfort.",abdominal pain,abdominal pain,PT
"upset stomach, nausea, vomiting, abdominal pain, constipation to loose bowels, excessive hot flashes and night sweats, blurred vision, irritability, chest discomfort.",nausea,nausea,PT
"upset stomach, nausea, vomiting, abdominal pain, constipation to loose bowels, excessive hot flashes and night sweats, blurred vision, irritability, chest discomfort.",excessive hot flashes,flushing,PT
"upset stomach, nausea, vomiting, abdominal pain, constipation to loose bowels, excessive hot flashes and night sweats, blurred vision, irritability, chest discomfort.",blurred vision,blurred vision,LLT
"upset stomach, nausea, vomiting, abdominal pain, constipation to loose bowels, excessive hot flashes and night sweats, blurred vision, irritability, chest discomfort.",irritability,irritable,LLT
"upset stomach, nausea, vomiting, abdominal pain, constipation to loose bowels, excessive hot flashes and night sweats, blurred vision, irritability, chest discomfort.",chest discomfort,chest discomfort,PT
i am menstruating with heavy bleeding every 11 days.,horrific cramps,muscle cramp,LLT
"dizziness, sickness, stomach gas, feel like a bubble of air is stuck in my chest.",light headed,lightheadedness,LLT
"dizziness, sickness, stomach gas, feel like a bubble of air is stuck in my chest.",hunger pangs,pain hunger,LLT
"dizziness, sickness, stomach gas, feel like a bubble of air is stuck in my chest.",hunger,feeling hungry,LLT
"dizziness, sickness, stomach gas, feel like a bubble of air is stuck in my chest.",fear of falling over,fear of falling,PT
"dizziness, sickness, stomach gas, feel like a bubble of air is stuck in my chest.",nausea,nausea,PT
"dizziness, sickness, stomach gas, feel like a bubble of air is stuck in my chest.",sick,ill-defined disorder,PT
"dizziness, sickness, stomach gas, feel like a bubble of air is stuck in my chest.",feel dreadful,malaise,PT
"dizziness, sickness, stomach gas, feel like a bubble of air is stuck in my chest.",stomach gas,flatulence,PT
"dizziness, sickness, stomach gas, feel like a bubble of air is stuck in my chest.",feel all clammy,clammy,LLT
"dizziness, sickness, stomach gas, feel like a bubble of air is stuck in my chest.",dizziness,dizziness,PT
"dizziness, sickness, stomach gas, feel like a bubble of air is stuck in my chest.",sickness,ill-defined disorder,PT
"dizziness, sickness, stomach gas, feel like a bubble of air is stuck in my chest.",feel like a bubble of air is stuck in my chest,tight chest,LLT
"stomach pains, chest pains, anxiety, fatigue, headache, erratic heart beat, raised blood pressure, dizziness, nausea (even when taken with food), blurred vision.",dizziness,dizziness,PT
"stomach pains, chest pains, anxiety, fatigue, headache, erratic heart beat, raised blood pressure, dizziness, nausea (even when taken with food), blurred vision.",fatigue,fatigue,PT
"stomach pains, chest pains, anxiety, fatigue, headache, erratic heart beat, raised blood pressure, dizziness, nausea (even when taken with food), blurred vision.",nausea,nausea,PT
"stomach pains, chest pains, anxiety, fatigue, headache, erratic heart beat, raised blood pressure, dizziness, nausea (even when taken with food), blurred vision.",period like cramps,uterine spasm,PT
"stomach pains, chest pains, anxiety, fatigue, headache, erratic heart beat, raised blood pressure, dizziness, nausea (even when taken with food), blurred vision.",blurred vision,blurred vision,LLT
"stomach pains, chest pains, anxiety, fatigue, headache, erratic heart beat, raised blood pressure, dizziness, nausea (even when taken with food), blurred vision.",stomach pains,stomach ache,LLT
"stomach pains, chest pains, anxiety, fatigue, headache, erratic heart beat, raised blood pressure, dizziness, nausea (even when taken with food), blurred vision.",elevated heart rate,tachycardia,PT
"stomach pains, chest pains, anxiety, fatigue, headache, erratic heart beat, raised blood pressure, dizziness, nausea (even when taken with food), blurred vision.",chest pains,chest pain,PT
"stomach pains, chest pains, anxiety, fatigue, headache, erratic heart beat, raised blood pressure, dizziness, nausea (even when taken with food), blurred vision.",headache,headache,PT
"stomach pains, chest pains, anxiety, fatigue, headache, erratic heart beat, raised blood pressure, dizziness, nausea (even when taken with food), blurred vision.",cramps,muscle cramp,LLT
"stomach pains, chest pains, anxiety, fatigue, headache, erratic heart beat, raised blood pressure, dizziness, nausea (even when taken with food), blurred vision.",weakness in my legs,weakness of limbs,LLT
"stomach pains, chest pains, anxiety, fatigue, headache, erratic heart beat, raised blood pressure, dizziness, nausea (even when taken with food), blurred vision.",anxiety,anxiety,PT
"stomach pains, chest pains, anxiety, fatigue, headache, erratic heart beat, raised blood pressure, dizziness, nausea (even when taken with food), blurred vision.",raised blood pressure,increased blood pressure,LLT
"stomach pains, chest pains, anxiety, fatigue, headache, erratic heart beat, raised blood pressure, dizziness, nausea (even when taken with food), blurred vision.",erratic heart beat,heartbeats irregular,LLT
"stomach pains, chest pains, anxiety, fatigue, headache, erratic heart beat, raised blood pressure, dizziness, nausea (even when taken with food), blurred vision.",hot flashes,flushing,PT
"stomach pains, chest pains, anxiety, fatigue, headache, erratic heart beat, raised blood pressure, dizziness, nausea (even when taken with food), blurred vision.",sever stomach cramps,learning disorder,PT
"random severe cramping, diarrhea, increased menstrual blood flow.",urinary incontinence,urinary incontinence,PT
"random severe cramping, diarrhea, increased menstrual blood flow.",increased menstrual blood flow,menstrual flow excessive,LLT
